ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",10
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",5
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",12
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",3
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,others,1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",3
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",6
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,<1 year old,5
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",16
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",18
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",13
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",16
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",14
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",14
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",18
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",24
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",16
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,others,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",12
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,<1 year old,111
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",21
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",5
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",3
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",3
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",14
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",5
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",6
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,others,4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,,<1 year old,1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,prenatal,female,Unknown,,5
thick ascending limb of loop of Henle,Homo sapiens,prenatal,others,Unknown,,130
thick ascending limb of loop of Henle,Homo sapiens,unknown,female,Unknown,,138
thick ascending limb of loop of Henle,Homo sapiens,unknown,female,,,3
thick ascending limb of loop of Henle,Homo sapiens,unknown,male,Unknown,,155
thick ascending limb of loop of Henle,Homo sapiens,unknown,male,,,3
thick ascending limb of loop of Henle,Homo sapiens,unknown,others,Obesity,,3
thick ascending limb of loop of Henle,Homo sapiens,unknown,others,Unknown,,3527
thick ascending limb of loop of Henle,Homo sapiens,unknown,others,,,64
thick ascending limb of loop of Henle,Homo sapiens,,female,Unknown,,4
thick ascending limb of loop of Henle,Homo sapiens,,female,,,1
thick ascending limb of loop of Henle,Homo sapiens,,male,Unknown,,10
thick ascending limb of loop of Henle,Homo sapiens,,male,,,1
thick ascending limb of loop of Henle,Homo sapiens,,others,Unknown,,48
thick ascending limb of loop of Henle,Homo sapiens,,,,,5
thymus lobule,Homo sapiens,others,female,Unknown,,2
thymus lobule,Homo sapiens,others,female,,,3
thymus lobule,Homo sapiens,others,male,,,3
thymus lobule,Homo sapiens,others,others,Unknown,,19
thymus lobule,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",1
thymus lobule,Homo sapiens,postnatal,female,Unknown,<1 year old,7
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",3
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",5
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",4
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",1
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",3
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",3
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",2
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",1
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
thymus lobule,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,<1 year old,7
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",5
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",2
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",4
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",3
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",2
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",1
thymus lobule,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",1
thymus lobule,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
thymus lobule,Homo sapiens,postnatal,others,Unknown,<1 year old,14
thymus lobule,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",1
thymus lobule,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
thymus lobule,Homo sapiens,postnatal,others,Unknown,others,4
thymus lobule,Homo sapiens,prenatal,others,Unknown,,33
thymus lobule,Homo sapiens,unknown,female,Unknown,,21
thymus lobule,Homo sapiens,unknown,male,Unknown,,16
thymus lobule,Homo sapiens,unknown,others,Obesity,,1
thymus lobule,Homo sapiens,unknown,others,Unknown,,209
thymus lobule,Homo sapiens,unknown,others,,,1
thymus lobule,Homo sapiens,,female,Unknown,,3
thymus lobule,Homo sapiens,,male,Unknown,,3
thymus lobule,Homo sapiens,,others,Unknown,,17
white pulp of spleen,Homo sapiens,others,female,Normal weight,,2
white pulp of spleen,Homo sapiens,others,female,Overweight,,1
white pulp of spleen,Homo sapiens,others,female,Unknown,,43
white pulp of spleen,Homo sapiens,others,female,,,22
white pulp of spleen,Homo sapiens,others,male,Overweight,,3
white pulp of spleen,Homo sapiens,others,male,Unknown,,35
white pulp of spleen,Homo sapiens,others,male,,,31
white pulp of spleen,Homo sapiens,others,others,Obesity,,1
white pulp of spleen,Homo sapiens,others,others,Unknown,,479
white pulp of spleen,Homo sapiens,others,others,,,2
white pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",3
white pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",4
white pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",19
white pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",4
white pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",6
white pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",2
white pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,<1 year old,6
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",10
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",34
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",27
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",31
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",153
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",49
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",26
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",37
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",29
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",40
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",32
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",28
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",26
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",27
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",22
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",18
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",3
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",2
white pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
white pulp of spleen,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",2
white pulp of spleen,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",5
white pulp of spleen,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",4
white pulp of spleen,Homo sapiens,postnatal,female,,"[45 years old, 50 years old)",1
white pulp of spleen,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[20 years old, 25 years old)",2
white pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",11
white pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",5
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[35 years old, 40 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",3
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",2
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,<1 year old,13
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",19
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",37
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",37
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",28
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",56
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",39
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",22
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",50
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",36
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",54
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",26
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",33
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",40
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",46
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",19
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",22
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",11
white pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",6
white pulp of spleen,Homo sapiens,postnatal,male,,"[25 years old, 30 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",17
