ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,donor_record_count
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Unknown,,1
descending limb of loop of Henle,Homo sapiens,unknown,male,Obesity,,1
nephron,Homo sapiens,prenatal,others,,,1
intestinal villus,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,Normal weight,"[45 years old, 50 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",1
islet of Langerhans,Homo sapiens,,male,Overweight,,1
papillary layer of dermis,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Unknown,>=100 years old,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Normal weight,"[50 years old, 55 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
papillary layer of dermis,Homo sapiens,unknown,male,Underweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",1
nephron,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
red pulp of spleen,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
nephron,Homo sapiens,postnatal,male,Unknown,>=100 years old,1
nephron,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[35 years old, 40 years old)",1
inner medullary collecting duct,Homo sapiens,others,others,,,1
white pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[35 years old, 40 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
bronchus submucosal gland,Homo sapiens,unknown,others,Obesity,,1
nephron,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",1
papillary layer of dermis,Homo sapiens,others,others,Normal weight,,1
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[20 years old, 25 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,male,Normal weight,"[50 years old, 55 years old)",1
intestinal villus,Homo sapiens,postnatal,female,,"[65 years old, 70 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",1
bronchus submucosal gland,Homo sapiens,others,female,Normal weight,,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",1
islet of Langerhans,Homo sapiens,others,others,Unknown,,1
cortical collecting duct,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
epidermal ridge of digit,Homo sapiens,,male,,,1
nephron,Homo sapiens,others,others,Unknown,,1
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Normal weight,,1
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
liver lobule,Homo sapiens,unknown,others,Normal weight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Normal weight,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,,female,,,1
inner medullary collecting duct,Homo sapiens,unknown,others,Normal weight,,1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Underweight,"[40 years old, 45 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
islet of Langerhans,Homo sapiens,,others,Unknown,,1
epidermal ridge of digit,Homo sapiens,,others,,,1
islet of Langerhans,Homo sapiens,others,female,Obesity,,1
liver lobule,Homo sapiens,prenatal,male,Unknown,,1
renal corpuscle,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[5 years old, 10 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[85 years old, 90 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,others,1
thymus lobule,Homo sapiens,unknown,others,Unknown,,1
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,male,Obesity,"[65 years old, 70 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
nephron,Homo sapiens,unknown,male,Underweight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[30 years old, 35 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,,"[25 years old, 30 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
thymus lobule,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,female,Overweight,,1
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,,female,,,1
intercalated duct of pancreas,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",1
cortical collecting duct,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",1
islet of Langerhans,Homo sapiens,unknown,male,Underweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,female,,,1
papillary layer of dermis,Homo sapiens,unknown,female,Overweight,,1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[45 years old, 50 years old)",1
cortical collecting duct,Homo sapiens,unknown,female,,,1
islet of Langerhans,Homo sapiens,others,female,Overweight,,1
nephron,Homo sapiens,others,female,Obesity,,1
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Normal weight,,1
islet of Langerhans,Homo sapiens,prenatal,others,Unknown,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,,,1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",1
red pulp of spleen,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,male,Normal weight,,1
thick ascending limb of loop of Henle,Homo sapiens,,female,,,1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,male,,"[50 years old, 55 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,,others,,,1
islet of Langerhans,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
papillary layer of dermis,Homo sapiens,,male,,,1
loop of Henle ascending limb thin segment,Homo sapiens,,female,Unknown,,1
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[50 years old, 55 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
epidermal ridge of digit,Homo sapiens,others,others,Obesity,,1
red pulp of spleen,Homo sapiens,others,others,Obesity,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Underweight,,1
bronchus submucosal gland,Homo sapiens,others,male,Overweight,,1
prostate glandular acinus,Homo sapiens,postnatal,female,Underweight,"[40 years old, 45 years old)",1
inner medullary collecting duct,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Overweight,,1
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,others,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Overweight,"[65 years old, 70 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,<1 year old,1
nephron,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
white pulp of spleen,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",1
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",1
pancreatic acinus,Homo sapiens,prenatal,others,Unknown,,1
papillary layer of dermis,Homo sapiens,prenatal,male,Unknown,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,Overweight,,1
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",1
cortical collecting duct,Homo sapiens,postnatal,female,Obesity,"[65 years old, 70 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,,male,,,1
thymus lobule,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
intestinal villus,Homo sapiens,unknown,female,Overweight,,1
papillary layer of dermis,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[30 years old, 35 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Unknown,,1
intestinal villus,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
liver lobule,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Normal weight,"[60 years old, 65 years old)",1
inner medullary collecting duct,Homo sapiens,unknown,others,Obesity,,1
islet of Langerhans,Homo sapiens,prenatal,others,Obesity,,1
nephron,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",1
liver lobule,Homo sapiens,others,others,Unknown,,1
nephron,Homo sapiens,postnatal,female,Normal weight,"[65 years old, 70 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,"[15 years old, 20 years old)",1
pancreatic acinus,Homo sapiens,postnatal,others,Obesity,"[50 years old, 55 years old)",1
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
liver lobule,Homo sapiens,others,male,Overweight,,1
liver lobule,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",1
nephron,Homo sapiens,postnatal,female,Obesity,"[35 years old, 40 years old)",1
liver lobule,Homo sapiens,,female,Overweight,,1
red pulp of spleen,Homo sapiens,prenatal,female,Unknown,,1
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[45 years old, 50 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
thymus lobule,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",1
islet of Langerhans,Homo sapiens,prenatal,others,,,1
descending limb of loop of Henle,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
descending limb of loop of Henle,Homo sapiens,others,others,Unknown,,1
