"ftu","pmcid","graphic","value_new","standard_unit"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","100",""
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","10","mm"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","10","mm"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","10","mm"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","10","mm"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","10","mm"
"nephron","PMC3505151","1471-2369-13-105-1","50","um"
"alveolus of lung","PMC3520790","pone.0051514.g005","30","um"
"nephron","PMC3520790","pone.0051514.g005","30","um"
"islet of Langerhans","PMC3563606","1471-213X-12-37-6","20","um"
"pancreatic acinus","PMC3563606","1471-213X-12-37-6","20","um"
"cortical collecting duct","PMC3577431","1471-2369-14-34-1","20","um"
"descending limb of loop of Henle","PMC3579707","1742-2094-10-20-1","50","um"
"descending limb of loop of Henle","PMC3579707","1742-2094-10-20-1","50","um"
"thick ascending limb of loop of Henle","PMC3579707","1742-2094-10-20-1","50","um"
"thick ascending limb of loop of Henle","PMC3579707","1742-2094-10-20-1","50","um"
"descending limb of loop of Henle","PMC3633995","pone.0061540.g005","500","nm"
"descending limb of loop of Henle","PMC3633995","pone.0061540.g005","100","um"
"descending limb of loop of Henle","PMC3633995","pone.0061540.g005","100","um"
"nephron","PMC3665750","pone.0065042.g004","50","um"
"intestinal villus","PMC3696067","pone.0066465.g008","100","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g008","100","um"
"crypt of Lieberkuhn of large intestine","PMC3398881","pone.0041009.g001","100","um"
"crypt of Lieberkuhn of large intestine","PMC3398881","pone.0041009.g001","50","um"
"crypt of Lieberkuhn of large intestine","PMC3398881","pone.0041009.g001","50","um"
"alveolus of lung","PMC3410851","pgen.1002866.g007","100","um"
"nephron","PMC3410851","pgen.1002866.g007","100","um"
"epidermal ridge of digit","PMC3458933","1742-2094-9-111-3","50","um"
"descending limb of loop of Henle","PMC3471872","pone.0047553.g007","300","nm"
"descending limb of loop of Henle","PMC3484059","pbio.1001415.g007","50","um"
"descending limb of loop of Henle","PMC3484059","pbio.1001415.g007","50","um"
"descending limb of loop of Henle","PMC3484059","pbio.1001415.g007","200","um"
"descending limb of loop of Henle","PMC3484059","pbio.1001415.g007","100","um"
"epidermal ridge of digit","PMC3484059","pbio.1001415.g007","50","um"
"epidermal ridge of digit","PMC3484059","pbio.1001415.g007","50","um"
"epidermal ridge of digit","PMC3484059","pbio.1001415.g007","200","um"
"epidermal ridge of digit","PMC3484059","pbio.1001415.g007","100","um"
"cortical collecting duct","PMC3527586","pone.0052620.g005","100","um"
"prostate glandular acinus","PMC3527586","pone.0052620.g005","100","um"
"intestinal villus","PMC3557890","12-0341-F2","50","um"
"intestinal villus","PMC3557890","12-0341-F2","50","um"
"intestinal villus","PMC3557890","12-0341-F2","20","um"
"intestinal villus","PMC3557890","12-0341-F2","100","um"
"crypt of Lieberkuhn of large intestine","PMC3569575","fimmu-04-00017-g006","25","um"
"islet of Langerhans","PMC3572382","10157_2012_670_Fig3_HTML","100","um"
"nephron","PMC3572382","10157_2012_670_Fig3_HTML","100","um"
"inner medullary collecting duct","PMC3595278","pone.0057797.g001","500","um"
"inner medullary collecting duct","PMC3595278","pone.0057797.g001","500","um"
"descending limb of loop of Henle","PMC3595278","pone.0057797.g001","500","um"
"descending limb of loop of Henle","PMC3595278","pone.0057797.g001","500","um"
"thick ascending limb of loop of Henle","PMC3595278","pone.0057797.g001","500","um"
"thick ascending limb of loop of Henle","PMC3595278","pone.0057797.g001","500","um"
"loop of Henle ascending limb thin segment","PMC3595278","pone.0057797.g001","500","um"
"loop of Henle ascending limb thin segment","PMC3595278","pone.0057797.g001","500","um"
"nephron","PMC3595278","pone.0057797.g001","500","um"
"nephron","PMC3595278","pone.0057797.g001","500","um"
"nephron","PMC3665750","pone.0065042.g009","50","um"
"papillary layer of dermis","PMC3675675","gr2","5","um"
"papillary layer of dermis","PMC3675675","gr2","100","um"
"papillary layer of dermis","PMC3675675","gr2","10","mm"
"cortical collecting duct","PMC3688990","pone.0068508.g001","50","um"
"nephron","PMC3688990","pone.0068508.g001","50","um"
"descending limb of loop of Henle","PMC3358280","pone.0037670.g002","100","um"
"papillary layer of dermis","PMC3358280","pone.0037670.g002","100","um"
"intestinal villus","PMC3364872","1297-9716-43-23-2","50","um"
"intestinal villus","PMC3364872","1297-9716-43-23-2","200","um"
"intestinal villus","PMC3364872","1297-9716-43-23-2","200","um"
"intestinal villus","PMC3364872","1297-9716-43-23-2","200","um"
"intestinal villus","PMC3364872","1297-9716-43-23-2","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-2","50","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-2","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-2","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-2","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-2","200","um"
"nephron","PMC3399788","pone.0041039.g007","10","um"
"crypt of Lieberkuhn of large intestine","PMC3404087","pone.0040691.g001","50","um"
"papillary layer of dermis","PMC3404087","pone.0040691.g001","50","um"
"nephron","PMC3410870","pgen.1002850.g002","10","um"
"renal corpuscle","PMC3445478","pone.0045286.g003","10","um"
"thick ascending limb of loop of Henle","PMC3445478","pone.0045286.g003","10","um"
"nephron","PMC3445478","pone.0045286.g003","10","um"
"liver lobule","PMC3484148","pone.0048119.g003","8","um"
"liver lobule","PMC3484148","pone.0048119.g003","20","um"
"liver lobule","PMC3484148","pone.0048119.g003","20","um"
"islet of Langerhans","PMC3488580","1471-2407-12-397-4","100","um"
"pancreatic acinus","PMC3488580","1471-2407-12-397-4","100","um"
"white pulp of spleen","PMC3510089","pone.0050542.g002","50","um"
"red pulp of spleen","PMC3510089","pone.0050542.g002","50","um"
"intestinal villus","PMC3524087","pone.0051737.g006","25","um"
"intestinal villus","PMC3524087","pone.0051737.g006","50","um"
"nephron","PMC3543410","pone.0053976.g002","10","um"
"islet of Langerhans","PMC3547908","pone.0054243.g006","50","um"
"islet of Langerhans","PMC3547908","pone.0054243.g006","10","um"
"pancreatic acinus","PMC3547908","pone.0054243.g006","50","um"
"pancreatic acinus","PMC3547908","pone.0054243.g006","10","um"
"nephron","PMC3567121","pone.0055578.g006","50","um"
"nephron","PMC3567121","pone.0055578.g006","50","um"
"nephron","PMC3567121","pone.0055578.g006","25","um"
"nephron","PMC3567121","pone.0055578.g006","25","um"
"nephron","PMC3567121","pone.0055578.g006","10","um"
"nephron","PMC3567121","pone.0055578.g006","10","um"
"nephron","PMC3567121","pone.0055578.g006","1","um"
"pancreatic acinus","PMC3679169","pone.0065685.g002","500","um"
"crypt of Lieberkuhn of large intestine","PMC3351422","pone.0037139.g004","200","um"
"islet of Langerhans","PMC3378615","pone.0038798.g002","75","um"
"crypt of Lieberkuhn of large intestine","PMC3378615","pone.0038798.g002","75","um"
"intestinal villus","PMC3378615","pone.0038798.g002","75","um"
"nephron","PMC3399848","pone.0039992.g003","1.5","um"
"thick ascending limb of loop of Henle","PMC3458986","1742-2094-9-181-9","25","um"
"papillary layer of dermis","PMC3485059","pone.0047988.g003","27","um"
"papillary layer of dermis","PMC3485059","pone.0047988.g003","60",""
"papillary layer of dermis","PMC3543390","1479-5876-10-137-8","20","um"
"papillary layer of dermis","PMC3543390","1479-5876-10-137-8","100","um"
"bronchus submucosal gland","PMC3553101","pone.0054473.g007","10","um"
"bronchus submucosal gland","PMC3553101","pone.0054473.g007","10","um"
"bronchus submucosal gland","PMC3553101","pone.0054473.g007","10","um"
"prostate glandular acinus","PMC3554727","pone.0053359.g001","20","um"
"pancreatic acinus","PMC3554727","pone.0053359.g001","20","um"
"descending limb of loop of Henle","PMC3574162","pone.0056257.g005","100","um"
"crypt of Lieberkuhn of large intestine","PMC3695918","pone.0068306.g001","100","um"
"white pulp of spleen","PMC3695918","pone.0068306.g001","100","um"
"red pulp of spleen","PMC3695918","pone.0068306.g001","100","um"
"crypt of Lieberkuhn of large intestine","PMC3706929","scrt155-3","200","um"
"intestinal villus","PMC3380033","pone.0038965.g002","25025060","um"
"intestinal villus","PMC3380033","pone.0038965.g002","19.43.5","um"
"intestinal villus","PMC3380033","pone.0038965.g002","17.65.02","um"
"intestinal villus","PMC3380033","pone.0038965.g002","11.303.46","um"
"crypt of Lieberkuhn of large intestine","PMC3380033","pone.0038965.g002","25025060","um"
"crypt of Lieberkuhn of large intestine","PMC3380033","pone.0038965.g002","19.43.5","um"
"crypt of Lieberkuhn of large intestine","PMC3380033","pone.0038965.g002","17.65.02","um"
"crypt of Lieberkuhn of large intestine","PMC3380033","pone.0038965.g002","11.303.46","um"
"intestinal villus","PMC3426778","CG-6-438_F4","10","um"
"liver lobule","PMC3484148","pone.0048119.g002","20","um"
"red pulp of spleen","PMC3498354","pone.0048945.g003","75","um"
"red pulp of spleen","PMC3556045","2008-2231-20-94-2","10","um"
"nephron","PMC3556045","2008-2231-20-94-2","10","um"
"papillary layer of dermis","PMC3556315","1756-0500-6-1-8","50","um"
"nephron","PMC3608657","pone.0059578.g002","600","nm"
"nephron","PMC3608657","pone.0059578.g002","500","nm"
"nephron","PMC3608657","pone.0059578.g002","330","nm"
"intestinal villus","PMC3639230","1471-2180-13-69-4","50","um"
"intestinal villus","PMC3639230","1471-2180-13-69-4","100","um"
"red pulp of spleen","PMC3639230","1471-2180-13-69-4","50","um"
"red pulp of spleen","PMC3639230","1471-2180-13-69-4","100","um"
"crypt of Lieberkuhn of large intestine","PMC3639230","1471-2180-13-69-4","50","um"
"crypt of Lieberkuhn of large intestine","PMC3639230","1471-2180-13-69-4","100","um"
"nephron","PMC3652777","1741-7007-11-22-5","50","um"
"white pulp of spleen","PMC3654440","elife00757f006","50","um"
"red pulp of spleen","PMC3654440","elife00757f006","50","um"
"papillary layer of dermis","PMC3657181","gr3","500","um"
"papillary layer of dermis","PMC3657181","gr3","100","um"
"papillary layer of dermis","PMC3691902","ECAM2013-217198.009","10","um"
"papillary layer of dermis","PMC3691902","ECAM2013-217198.009","10","um"
"intestinal villus","PMC3696067","pone.0066465.g005","50","um"
"intestinal villus","PMC3696067","pone.0066465.g005","200","um"
"intestinal villus","PMC3696067","pone.0066465.g005","50","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g005","50","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g005","200","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g005","50","um"
"bronchus submucosal gland","PMC3325276","pone.0034489.g001","20","um"
"papillary layer of dermis","PMC3423413","pone.0040196.g008","70","um"
"epidermal ridge of digit","PMC3445485","pone.0045329.g005","500","um"
"epidermal ridge of digit","PMC3445485","pone.0045329.g008","20","um"
"epidermal ridge of digit","PMC3515514","pone.0050890.g001","250","um"
"outer medullary collecting duct","PMC3518821","ECAM2012-409047.007","100","um"
"inner medullary collecting duct","PMC3518821","ECAM2012-409047.007","100","um"
"descending limb of loop of Henle","PMC3518821","ECAM2012-409047.007","100","um"
"cortical collecting duct","PMC3518821","ECAM2012-409047.007","100","um"
"thick ascending limb of loop of Henle","PMC3518821","ECAM2012-409047.007","100","um"
"nephron","PMC3518821","ECAM2012-409047.007","100","um"
"liver lobule","PMC3518821","ECAM2012-409047.007","100","um"
"intestinal villus","PMC3524087","pone.0051737.g008","20","um"
"islet of Langerhans","PMC3590179","pone.0058310.g007","50","um"
"intestinal villus","PMC3590179","pone.0058310.g007","50","um"
"crypt of Lieberkuhn of large intestine","PMC3590179","pone.0058310.g007","50","um"
"crypt of Lieberkuhn of large intestine","PMC3595257","pone.0058647.g008","25","um"
"intestinal villus","PMC3595257","pone.0058647.g008","25","um"
"descending limb of loop of Henle","PMC3627648","pbio.1001538.g006","50","um"
"descending limb of loop of Henle","PMC3627648","pbio.1001538.g006","50","um"
"descending limb of loop of Henle","PMC3627648","pbio.1001538.g006","250","um"
"intestinal villus","PMC3341357","pone.0036355.g006","100","um"
"papillary layer of dermis","PMC3341357","pone.0036355.g006","100","um"
"prostate glandular acinus","PMC3341357","pone.0036355.g006","100","um"
"crypt of Lieberkuhn of large intestine","PMC3341357","pone.0036355.g006","100","um"
"epidermal ridge of digit","PMC3360612","pone.0037826.g004","20","um"
"nephron","PMC3360612","pone.0037826.g004","20","um"
"islet of Langerhans","PMC3378615","pone.0038798.g005","50","um"
"crypt of Lieberkuhn of large intestine","PMC3378615","pone.0038798.g005","50","um"
"intestinal villus","PMC3378615","pone.0038798.g005","50","um"
"islet of Langerhans","PMC3383687","pone.0039424.g004","50","um"
"pancreatic acinus","PMC3383687","pone.0039424.g004","50","um"
"nephron","PMC3401305","335_2012_9397_Fig2_HTML","20","um"
"nephron","PMC3401305","335_2012_9397_Fig2_HTML","100","um"
"alveolus of lung","PMC3423416","pone.0041460.g001","30","um"
"nephron","PMC3423416","pone.0041460.g001","30","um"
"crypt of Lieberkuhn of large intestine","PMC3425557","pone.0043379.g001","100","um"
"crypt of Lieberkuhn of large intestine","PMC3425557","pone.0043379.g001","100","um"
"intestinal villus","PMC3425557","pone.0043379.g001","100","um"
"intestinal villus","PMC3425557","pone.0043379.g001","100","um"
"papillary layer of dermis","PMC3515505","1476-4598-11-71-2","100","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","10","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","10","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","1000","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","30","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","30","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","1000","um"
"cortical collecting duct","PMC3556011","2046-2530-1-20-2","1000","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","10","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","10","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","1000","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","30","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","30","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","1000","um"
"epidermal ridge of digit","PMC3556011","2046-2530-1-20-2","1000","um"
"nephron","PMC3346764","pone.0036705.g002","200","nm"
"nephron","PMC3362921","IJE2012-395284.003","100","um"
"outer medullary collecting duct","PMC3454386","pone.0044975.g001","500","um"
"outer medullary collecting duct","PMC3454386","pone.0044975.g001","250","um"
"outer medullary collecting duct","PMC3454386","pone.0044975.g001","2","mm"
"outer medullary collecting duct","PMC3454386","pone.0044975.g001","1","mm"
"inner medullary collecting duct","PMC3454386","pone.0044975.g001","500","um"
"inner medullary collecting duct","PMC3454386","pone.0044975.g001","250","um"
"inner medullary collecting duct","PMC3454386","pone.0044975.g001","2","mm"
"inner medullary collecting duct","PMC3454386","pone.0044975.g001","1","mm"
"cortical collecting duct","PMC3454386","pone.0044975.g001","500","um"
"cortical collecting duct","PMC3454386","pone.0044975.g001","250","um"
"cortical collecting duct","PMC3454386","pone.0044975.g001","2","mm"
"cortical collecting duct","PMC3454386","pone.0044975.g001","1","mm"
"nephron","PMC3454386","pone.0044975.g001","500","um"
"nephron","PMC3454386","pone.0044975.g001","250","um"
"nephron","PMC3454386","pone.0044975.g001","2","mm"
"nephron","PMC3454386","pone.0044975.g001","1","mm"
"nephron","PMC3557233","pone.0055191.g007","50","um"
"nephron","PMC3557233","pone.0055191.g007","10","um"
"pancreatic acinus","PMC3566038","pone.0055628.g006","2","um"
"pancreatic acinus","PMC3566038","pone.0055628.g006","0.5","um"
"pancreatic acinus","PMC3597459","MMR-07-03-0725-g01","50","um"
"crypt of Lieberkuhn of large intestine","PMC3628927","pone.0061629.g004","200","um"
"descending limb of loop of Henle","PMC3654212","fnana-07-00012-g0001","100","um"
"thick ascending limb of loop of Henle","PMC3654212","fnana-07-00012-g0001","100","um"
"thick ascending limb of loop of Henle","PMC3657546","1742-2094-10-55-13","50","um"
